"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"mADX-Measure","Measure.editor","Measure.editor","","","",0,*,"","","","ContactDetail {[]} {[]}
","Who edited the content","An individual or organization primarily responsible for internal coherence of the content.","","","","","","","","","",,,,,"",,,,"Measure.editor",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.reviewer","Measure.reviewer","","","",0,*,"","","","ContactDetail {[]} {[]}
","Who reviewed the content","An individual or organization primarily responsible for review of some aspect of the content.","","","","","","","","","",,,,,"",,,,"Measure.reviewer",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.endorser","Measure.endorser","","","",0,*,"","","","ContactDetail {[]} {[]}
","Who endorsed the content","An individual or organization responsible for officially endorsing the content for use in some setting.","","","","","","","","","",,,,,"",,,,"Measure.endorser",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.relatedArtifact","Measure.relatedArtifact","","","",0,*,"Y","","","RelatedArtifact {[]} {[]}
","There should be a related artifact for each dissagregation set defined under group[].stratifier[]","Related artifacts such as additional documentation, justification, or bibliographic references.","Each related artifact is either an attachment, or a reference to another resource, but not both.","Measures must be able to provide enough information for consumers of the content (and/or interventions or results produced by the content) to be able to determine and understand the justification for and evidence in support of the content.","","","","","","","",,,,,"",,,,"Measure.relatedArtifact",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.relatedArtifact.id","Measure.relatedArtifact.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mADX-Measure","Measure.relatedArtifact.extension","Measure.relatedArtifact.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mADX-Measure","Measure.relatedArtifact.type","Measure.relatedArtifact.type","","","",1,1,"","","Y","code {[]} {[]}
","documentation | justification | citation | predecessor | successor | derived-from | depends-on | composed-of","The type of relationship to the related artifact.","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""depends-on""/>","","","","",,"required","The type of relationship to the related artifact.","http://hl7.org/fhir/ValueSet/related-artifact-type|4.0.1","",,,,"RelatedArtifact.type",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.relatedArtifact.label","Measure.relatedArtifact.label","","","",1,1,"","","Y","string {[]} {[]}
","The label should match one of the values of group[].stratifier[].code for a disaggregation value set","A short label that can be used to reference the citation from elsewhere in the containing artifact, such as a footnote index.","","","","","","","","","",,,,,"",,,,"RelatedArtifact.label",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.relatedArtifact.display","Measure.relatedArtifact.display","","","",0,1,"","","Y","string {[]} {[]}
","Brief description of the related artifact","A brief description of the document or knowledge resource being referenced, suitable for display to a consumer.","","","","","","","","","",,,,,"",,,,"RelatedArtifact.display",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.relatedArtifact.citation","Measure.relatedArtifact.citation","","","",0,1,"","","Y","markdown {[]} {[]}
","Bibliographic citation for the artifact","A bibliographic citation for the related artifact. This text SHOULD be formatted according to an accepted citation format.","Additional structured information about citations should be captured as extensions.","","","","","","","","",,,,,"",,,,"RelatedArtifact.citation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.relatedArtifact.url","Measure.relatedArtifact.url","","","",1,1,"","","Y","url {[]} {[]}
","The URL of a FHIR Valueset that defines the valid values reported in this disaggregation criterion as cross-referenced by relatedArtifact[].label","A url for the artifact that can be followed to access the actual content.","If a document or resource element is present, this element SHALL NOT be provided (use the url or reference in the Attachment or resource reference).","","","","","","","","",,,,,"",,,,"RelatedArtifact.url",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.relatedArtifact.document","Measure.relatedArtifact.document","","","",0,1,"","","Y","Attachment {[]} {[]}
","What document is being referenced","The document being referenced, represented as an attachment. This is exclusive with the resource element.","","","","","","","","","",,,,,"",,,,"RelatedArtifact.document",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.relatedArtifact.resource","Measure.relatedArtifact.resource","","","",0,1,"","","Y","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}
","What resource is being referenced","The related resource, such as a library, value set, profile, or other knowledge resource.","If the type is predecessor, this is a reference to the succeeding knowledge resource. If the type is successor, this is a reference to the prior knowledge resource.","","","","","","","","",,,,,"",,,,"RelatedArtifact.resource",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.library","Measure.library","","","",0,*,"","","","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Library]]}
","Logic used by the measure","A reference to a Library resource containing the formal logic used by the measure.","","","","","","","","","",,,,,"",,,,"Measure.library",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.disclaimer","Measure.disclaimer","","","",0,1,"","","Y","markdown {[]} {[]}
","Disclaimer for use of the measure or its referenced content","Notices and disclaimers regarding the use of the measure or related to intellectual property (such as code systems) referenced by the measure.","","Some organizations require that notices and disclosures be included when publishing measures that reference their intellecutal property.","","","","","","","",,,,,"",,,,"Measure.disclaimer",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.scoring","Measure.scoring","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","proportion | ratio | continuous-variable | cohort","Indicates how the calculation is performed for the measure, including proportion, ratio, continuous-variable, and cohort. The value set is extensible, allowing additional measure scoring types to be represented.","","","","","","","","","",,"extensible","The scoring type of the measure.","http://hl7.org/fhir/ValueSet/measure-scoring","",,,,"Measure.scoring",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.compositeScoring","Measure.compositeScoring","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","opportunity | all-or-nothing | linear | weighted","If this is a composite measure, the scoring method used to combine the component measures to determine the composite score.","","","","","","","","","",,"extensible","The composite scoring method of the measure.","http://hl7.org/fhir/ValueSet/composite-measure-scoring","",,,,"Measure.compositeScoring",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.type","Measure.type","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","process | outcome | structure | patient-reported-outcome | composite","Indicates whether the measure is used to examine a process, an outcome over time, a patient-reported outcome, or a structure measure such as utilization.","","","","","","","","","",,"extensible","The type of measure (includes codes from 2.16.840.1.113883.1.11.20368).","http://hl7.org/fhir/ValueSet/measure-type","",,,,"Measure.type",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.riskAdjustment","Measure.riskAdjustment","","","",0,1,"","","Y","string {[]} {[]}
","How risk adjustment is applied for this measure","A description of the risk adjustment factors that may impact the resulting score for the measure and how they may be accounted for when computing and reporting measure results.","Describes the method of adjusting for clinical severity and conditions present at the start of care that can influence patient outcomes for making valid comparisons of outcome measures across providers. Indicates whether a measure is subject to the statistical process for reducing, removing, or clarifying the influences of confounding factors to allow for more useful comparisons.","","","","","","","","",,,,,"",,,,"Measure.riskAdjustment",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.rateAggregation","Measure.rateAggregation","","","",0,1,"","","Y","string {[]} {[]}
","How is rate aggregation performed for this measure","Describes how to combine the information calculated, based on logic in each of several populations, into one summarized result.","The measure rate for an organization or clinician is based upon the entities’ aggregate data and summarizes the performance of the entity over a given time period (e.g., monthly, quarterly, yearly). The aggregated data are derived from the results of a specific measure algorithm and, if appropriate, the application of specific risk adjustment models.  Can also be used to describe how to risk adjust the data based on supplemental data elements described in the eMeasure (e.g., pneumonia hospital measures antibiotic selection in the ICU versus non-ICU and then the roll-up of the two). This could be applied to aggregated cohort measure definitions (e.g., CDC's aggregate reporting for TB at the state level).","","","","","","","","",,,,,"",,,,"Measure.rateAggregation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.rationale","Measure.rationale","","","",0,1,"","","Y","markdown {[]} {[]}
","Detailed description of why the measure exists","Provides a succinct statement of the need for the measure. Usually includes statements pertaining to importance criterion: impact, gap in care, and evidence.","","Measure developers need to be able to provide a detailed description of the purpose of the measure. This element provides detailed rationale, where the purpose element provides a summary of the rationale.","","","","","","","",,,,,"",,,,"Measure.rationale",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.clinicalRecommendationStatement","Measure.clinicalRecommendationStatement","","","",0,1,"","","Y","markdown {[]} {[]}
","Summary of clinical guidelines","Provides a summary of relevant clinical guidelines or other clinical recommendations supporting the measure.","","","","","","","","","",,,,,"",,,,"Measure.clinicalRecommendationStatement",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.improvementNotation","Measure.improvementNotation","","","",1,1,"","","Y","CodeableConcept {[]} {[]}
","The change in measured values that is indicative of an improvement for the indicator","Information on whether an increase or decrease in score is the preferred result (e.g., a higher score indicates better quality OR a lower score indicates better quality OR quality is within a range).","","Measure consumers and implementers must be able to determine how to interpret a measure score.","","","","","","","",,"required","Observation values that indicate what change in a measurement value or score is indicative of an improvement in the measured item or scored issue.","http://hl7.org/fhir/ValueSet/measure-improvement-notation|4.0.1","",,,,"Measure.improvementNotation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.definition","Measure.definition","","","",0,*,"","","Y","markdown {[]} {[]}
","Defined terms used in the measure documentation","Provides a description of an individual term used within the measure.","","Measure developers must be able to provide precise definitions of terms used within measure descriptions and guidance to help communicate the intent of the measure.","","","","","","","",,,,,"",,,,"Measure.definition",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.guidance","Measure.guidance","","","",0,1,"","","Y","markdown {[]} {[]}
","Additional guidance for implementers","Additional guidance for the measure including how it can be used in a clinical context, and the intent of the measure.","","Measure developers must be able to provide additional guidance for implementers to understand the intent with greater specificity than that provided in the population criteria of the measure. This element provides detailed guidance, where the usage element provides a summary of the guidance.","","","","","","","",,,,,"",,,,"Measure.guidance",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.group","Measure.group","","","",1,*,"","","","BackboneElement {[]} {[]}
","There should be a group element for each indicator that can be calculated in the Measure. Each group member should have a unique code defined, relative to the Measure","A group of population criteria for the measure.","","","","","","","","","",,,,,"",,,,"Measure.group",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.group.id","Measure.group.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mADX-Measure","Measure.group.extension","Measure.group.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mADX-Measure","Measure.group.modifierExtension","Measure.group.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mADX-Measure","Measure.group.code","Measure.group.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","The code should be a unique code distinguishing the indicator within the Measure","Indicates a meaning for the group. This can be as simple as a unique identifier, or it can establish meaning in a broader context by drawing from a terminology, allowing groups to be correlated across measures.","","","","","","","","","",,,,,"",,,,"Measure.group.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.group.code.id","Measure.group.code.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mADX-Measure","Measure.group.code.extension","Measure.group.code.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mADX-Measure","Measure.group.code.coding","Measure.group.code.coding","","","",1,*,"","","Y","Coding {[]} {[]}
","Code defined by a terminology system","A reference to a code defined by a terminology system.","Codes may be defined very casually in enumerations, or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.  Ordering of codings is undefined and SHALL NOT be used to infer meaning. Generally, at most only one of the coding values will be labeled as UserSelected = true.","Allows for alternative encodings within a code system, and translations to other code systems.","","","","","","","",,,,,"",,,,"CodeableConcept.coding",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.group.code.text","Measure.group.code.text","","","",0,1,"","","Y","string {[]} {[]}
","Plain text representation of the concept","A human language representation of the concept as seen/selected/uttered by the user who entered the data and/or which represents the intended meaning of the user.","Very often the text is the same as a displayName of one of the codings.","The codes from the terminologies do not always capture the correct meaning with all the nuances of the human using them, or sometimes there is no appropriate code at all. In these cases, the text is used to capture the full meaning of the source.","","","","","","","",,,,,"",,,,"CodeableConcept.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.group.description","Measure.group.description","","","",1,1,"","","","string {[]} {[]}
","A narrative description of an indicator","The human readable description of this population group.","","","","","","","","","",,,,,"",,,,"Measure.group.description",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.group.population","Measure.group.population","","","",1,*,"","","","BackboneElement {[]} {[]}
","Population criteria","A population criteria for the measure.","","","","","","","","","",,,,,"",,,,"Measure.group.population",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.group.population.id","Measure.group.population.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mADX-Measure","Measure.group.population.extension","Measure.group.population.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mADX-Measure","Measure.group.population.modifierExtension","Measure.group.population.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mADX-Measure","Measure.group.population.code","Measure.group.population.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","A required population code for a valid indicator. This code should be �numerator� if the reported indicator is a number (not a proportion). A proportion should have a numerator population and a denominator population","The type of population criteria.","","","","","","","","","",,"extensible","The type of population.","http://hl7.org/fhir/ValueSet/measure-population","",,,,"Measure.group.population.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.group.population.description","Measure.group.population.description","","","",0,1,"","","","string {[]} {[]}
","The human readable description of this population criteria","The human readable description of this population criteria.","","","","","","","","","",,,,,"",,,,"Measure.group.population.description",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.group.population.criteria","Measure.group.population.criteria","","","",1,1,"","","","Expression {[]} {[]}
","The criteria that defines this population","An expression that specifies the criteria for the population, typically the name of an expression in a library.","In the case of a continuous-variable or ratio measure, this may be the name of a function that calculates the value of the individual observation for each patient or event in the population. For these types of measures, individual observations are reported as observation resources included in the evaluatedResources bundle for each patient. See the MeasureReport resource or the Quality Reporting topic for more information.","","","","","","","","",,,,,"",,,,"Measure.group.population.criteria",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.group.stratifier","Measure.group.stratifier","","","",0,*,"Y","","","BackboneElement {[]} {[]}
","Contains the disaggregating value sets needed for an indicator","The stratifier criteria for the measure report, specified as either the name of a valid CQL expression defined within a referenced library or a valid FHIR Resource Path.","","","","","","","","","",,,,,"",,,,"Measure.group.stratifier",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.group.stratifier.id","Measure.group.stratifier.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mADX-Measure","Measure.group.stratifier.extension","Measure.group.stratifier.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mADX-Measure","Measure.group.stratifier.modifierExtension","Measure.group.stratifier.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mADX-Measure","Measure.group.stratifier.code","Measure.group.stratifier.code","","","",0,1,"Y","","","CodeableConcept {[]} {[]}
","There should be a code used to reference this disaggregating valueset. There must be a relatedArtifact for each disaggregation set which is a reference to a FHIR Valueset","Indicates a meaning for the stratifier. This can be as simple as a unique identifier, or it can establish meaning in a broader context by drawing from a terminology, allowing stratifiers to be correlated across measures.","","","","","","","","","",,,,,"",,,,"Measure.group.stratifier.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.group.stratifier.description","Measure.group.stratifier.description","","","",0,1,"","","","string {[]} {[]}
","The human readable description of this stratifier","The human readable description of this stratifier criteria.","","","","","","","","","",,,,,"",,,,"Measure.group.stratifier.description",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.group.stratifier.criteria","Measure.group.stratifier.criteria","","","",0,1,"","","","Expression {[]} {[]}
","How the measure should be stratified","An expression that specifies the criteria for the stratifier. This is typically the name of an expression defined within a referenced library, but it may also be a path to a stratifier element.","","","","","","","","","",,,,,"",,,,"Measure.group.stratifier.criteria",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.group.stratifier.component","Measure.group.stratifier.component","","","",0,*,"","","","BackboneElement {[]} {[]}
","Stratifier criteria component for the measure","A component of the stratifier criteria for the measure report, specified as either the name of a valid CQL expression defined within a referenced library or a valid FHIR Resource Path.","Stratifiers are defined either as a single criteria, or as a set of component criteria.","","","","","","","","",,,,,"",,,,"Measure.group.stratifier.component",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-Measure","Measure.group.stratifier.component.id","Measure.group.stratifier.component.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mADX-Measure","Measure.group.stratifier.component.extension","Measure.group.stratifier.component.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
